"Indicator.Name","Period.Month","Period.Year","YTD.Target","YTD.Actual","Monthly.Target","Monthly.Actual","Period","Month_Name"
"West Hempstead",9,2014,95.1,94.8,95.1,94.6,"2014-09","September"
"West Hempstead",8,2014,95.1,94.8,95.1,95.6,"2014-08","August"
"West Hempstead",7,2014,95.1,94.7,95.1,95.8,"2014-07","July"
"West Hempstead",6,2014,95.1,94.5,95.1,94.8,"2014-06","June"
"West Hempstead",5,2014,95.1,94.5,95.1,94,"2014-05","May"
"West Hempstead",4,2014,95.1,94.6,95.1,96.1,"2014-04","April"
"West Hempstead",3,2014,95.1,94,95.1,94.9,"2014-03","March"
"West Hempstead",2,2014,95.1,93.5,95.1,95.8,"2014-02","February"
"West Hempstead",1,2014,95.1,91.2,95.1,91.2,"2014-01","January"
"West Hempstead",12,2013,95.1,95.2,95.1,94.4,"2013-12","December"
"West Hempstead",11,2013,95.1,95.3,95.1,93.7,"2013-11","November"
"West Hempstead",10,2013,95.1,95.4,95.1,96.1,"2013-10","October"
"West Hempstead",9,2013,95.1,95.3,95.1,94.5,"2013-09","September"
"West Hempstead",8,2013,95.1,95.4,95.1,94.4,"2013-08","August"
"West Hempstead",7,2013,95.1,95.6,95.1,94.5,"2013-07","July"
"West Hempstead",6,2013,95.1,95.8,95.1,97,"2013-06","June"
"West Hempstead",5,2013,95.1,95.5,95.1,96.1,"2013-05","May"
"West Hempstead",4,2013,95.1,95.4,95.1,96.2,"2013-04","April"
"West Hempstead",3,2013,95.1,95.1,95.1,94.6,"2013-03","March"
"West Hempstead",2,2013,95.1,95.3,95.1,93.5,"2013-02","February"
"West Hempstead",1,2013,95.1,96.8,95.1,96.8,"2013-01","January"
"West Hempstead",12,2012,95.1,95.9,95.1,94.2,"2012-12","December"
"West Hempstead",11,2012,95.1,96,95.1,84.7,"2012-11","November"
"West Hempstead",10,2012,95.1,96.9,95.1,95.8,"2012-10","October"
"West Hempstead",9,2012,95.1,97,95.1,97.2,"2012-09","September"
"West Hempstead",8,2012,95.1,96.9,95.1,95.4,"2012-08","August"
"West Hempstead",7,2012,95.1,97.2,95.1,96.7,"2012-07","July"
"West Hempstead",6,2012,95.1,97.3,95.1,96.4,"2012-06","June"
"West Hempstead",5,2012,95.1,97.5,95.1,97.6,"2012-05","May"
"West Hempstead",4,2012,95.1,97.4,95.1,97.8,"2012-04","April"
"West Hempstead",3,2012,95.1,97.3,95.1,97,"2012-03","March"
"West Hempstead",2,2012,95.1,97.5,95.1,97.5,"2012-02","February"
"West Hempstead",1,2012,95.1,97.5,95.1,97.5,"2012-01","January"
"West Hempstead",12,2011,95.1,96.3,95.1,97.6,"2011-12","December"
"West Hempstead",11,2011,95.1,96.2,95.1,97.5,"2011-11","November"
"West Hempstead",10,2011,95.1,96.1,95.1,97.6,"2011-10","October"
"West Hempstead",9,2011,95.1,95.9,95.1,94.1,"2011-09","September"
"West Hempstead",8,2011,95.1,96.1,95.1,96.4,"2011-08","August"
"West Hempstead",7,2011,95.1,96.1,95.1,94,"2011-07","July"
"West Hempstead",6,2011,95.1,96.4,95.1,96.8,"2011-06","June"
"West Hempstead",5,2011,95.1,96.3,95.1,95.5,"2011-05","May"
"West Hempstead",4,2011,95.1,96.5,95.1,97.5,"2011-04","April"
"West Hempstead",3,2011,95.1,96.2,95.1,98.1,"2011-03","March"
"West Hempstead",2,2011,95.1,95.1,95.1,97.9,"2011-02","February"
"West Hempstead",1,2011,95.1,92.5,95.1,92.5,"2011-01","January"
"West Hempstead",12,2010,95.1,96.2,95.1,95.4,"2010-12","December"
"West Hempstead",11,2010,95.1,95.3,95.1,97.9,"2010-11","November"
"West Hempstead",10,2010,95.1,95.1,95.1,98.3,"2010-10","October"
"West Hempstead",9,2010,95.1,94.8,95.1,96.4,"2010-09","September"
"West Hempstead",8,2010,95.1,94.6,95.1,77.6,"2010-08","August"
"West Hempstead",7,2010,95.1,97.1,95.1,95.8,"2010-07","July"
"West Hempstead",6,2010,95.1,97.3,95.1,97.8,"2010-06","June"
"West Hempstead",5,2010,95.1,97.2,95.1,96.2,"2010-05","May"
"West Hempstead",4,2010,95.1,97.5,95.1,96.1,"2010-04","April"
"West Hempstead",3,2010,95.1,98,95.1,97.4,"2010-03","March"
"West Hempstead",2,2010,95.1,98.3,95.1,97.8,"2010-02","February"
"West Hempstead",1,2010,95.1,98.7,95.1,98.7,"2010-01","January"
"West Hempstead",12,2009,0,97.7,0,97.1,"2009-12","December"
"West Hempstead",11,2009,0,97.8,0,97.3,"2009-11","November"
"West Hempstead",10,2009,0,97.8,0,97.8,"2009-10","October"
"West Hempstead",9,2009,0,97.8,0,97.7,"2009-09","September"
"West Hempstead",8,2009,0,97.8,0,98,"2009-08","August"
"West Hempstead",7,2009,0,97.8,0,97.8,"2009-07","July"
"West Hempstead",6,2009,0,97.8,0,98.3,"2009-06","June"
"West Hempstead",5,2009,0,97.7,0,98.1,"2009-05","May"
"West Hempstead",4,2009,0,97.6,0,98.6,"2009-04","April"
"West Hempstead",3,2009,0,97.2,0,95.4,"2009-03","March"
"West Hempstead",2,2009,0,98,0,98.2,"2009-02","February"
"West Hempstead",1,2009,0,97.9,0,97.9,"2009-01","January"
"West Hempstead",12,2008,0,97.5,0,98.3,"2008-12","December"
"West Hempstead",11,2008,0,97.4,0,96.4,"2008-11","November"
"West Hempstead",10,2008,0,97.6,0,96.9,"2008-10","October"
"West Hempstead",9,2008,0,97.6,0,97.7,"2008-09","September"
"West Hempstead",8,2008,0,97.6,0,98.3,"2008-08","August"
"West Hempstead",7,2008,0,97.5,0,96.7,"2008-07","July"
"West Hempstead",6,2008,0,97.6,0,98.1,"2008-06","June"
"West Hempstead",5,2008,0,97.6,0,98.4,"2008-05","May"
"West Hempstead",4,2008,0,97.3,0,97.4,"2008-04","April"
"West Hempstead",3,2008,0,97.3,0,97.2,"2008-03","March"
"West Hempstead",2,2008,0,97.4,0,96.6,"2008-02","February"
"West Hempstead",1,2008,0,98.2,0,98.2,"2008-01","January"
